text_equiv	language	font_family	segment_type	segment_id	url_id	region	rotation	full_region	full_rotation
auch	German	Fraktur	Word	Kolonie-Zeitung-1887-09-16_P03_r1_line0041_word0004	158	1956,6881,145,83	0.375	644,4277,4246,3156	0.375
Petroleum,	German	Fraktur	Word	Kolonie-Zeitung-1881-06-18_P03_r1_line0005_word0000	114	3121,3582,491,106	359.5	2895,3016,2538,1322	359.5
Krankheiten	German	Fraktur	Word	Kolonie-Zeitung-1882-08-12_P03_r1_line0046_word0001	126	3066,8162,392,81	0.0	2621,2096,2088,6158	0.0
preços	Portuguese	Antiqua	Word	Kolonie-Zeitung-1863-05-30_P03_r1_line0000_word0007	1	2378,2943,230,68	359.75	366,2905,3083,474	359.75
kupferne	German	Antiqua	Word	Kolonie-Zeitung-1889-12-24_P03_r1_line0003_word0002	195	3891,5054,603,137	0.0	2507,4596,2157,3839	0.0
Schneider	German	Antiqua	Word	Kolonie-Zeitung-1887-08-19_P03_r1_line0010_word0000	154	1335,5041,708,107	0.0	873,3982,1968,1200	0.0
Großes	German	Fraktur	Word	Kolonie-Zeitung-1888-12-20_P00_r1_line0001_word0000	186	5248,8272,645,186	0.0	4924,7965,2004,1444	0.0
S.	German	Fraktur	Word	Kolonie-Zeitung-1877-07-14_P03_r1_line0005_word0001	94	4032,8337,73,64	359.375	2969,7868,1217,543	359.375
Fußmatten	German	Fraktur	Word	Deutsches-Echo-1886-06-19_P05_r1_line0034_word0004	206	3076,1172,232,48	359.375	2331,285,1094,1125	359.375
Carne	Portuguese	Fraktur	Word	Kolonie-Zeitung-1865-12-09_P03_r1_line0004_word0000	16	1141,2794,225,82	359.75	512,2300,3067,1018	359.75
Beſtellungen	German	Fraktur	Word	Kolonie-Zeitung-1869-04-24_P03_r1_line0007_word0010	39	2373,5708,419,93	359.875	366,4957,2432,1014	359.875
Auf	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0004_word0000	75	3084,4197,138,81	0.25	2871,3671,2483,4110	0.25
nach	German	Fraktur	Word	Kolonie-Zeitung-1870-05-14_P03_r1_line0006_word0008	46	4721,7422,123,76	0.125	2831,6696,2483,1595	0.125
Mark	German	Fraktur	Word	Kolonie-Zeitung-1880-06-05_P03_r1_line0003_word0008	104	4895,5357,183,71	0.0	2950,4949,2494,1438	0.0
Stuhl	German	Textura	Word	Der-Pionier-1888-07-28_P02_r1_line0050_word0002	236	4688,8555,430,234	0.0	3481,2897,1654,6853	0.0
Bahia,	Portuguese	Antiqua	Word	Kolonie-Zeitung-1887-05-20_P03_r1_line0004_word0001	147	5292,2244,196,71	359.75	4895,704,2080,3483	359.75
recommenda-se	Portuguese	Antiqua	Word	Kolonie-Zeitung-1863-12-12_P03_r1_line0002_word0003	6	1231,3412,581,69	359.75	390,3115,3065,517	359.75
Krankenlagers	German	Fraktur	Word	Kolonie-Zeitung-1864-03-19_P03_r1_line0005_word0009	7	3019,839,472,96	359.5	514,502,3121,1245	359.5
in	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0035_word0006	125	1733,4204,64,69	359.375	233,456,2172,6851	359.375
am	German	Fraktur	Word	Kolonie-Zeitung-1887-03-25_P03_r1_line0005_word0000	140	5726,2048,109,58	359.625	4920,1011,2050,1121	359.625
conselho	Portuguese	Antiqua	Word	Kolonie-Zeitung-1867-12-21_P03_r1_line0008_word0010	28	2928,3111,255,55	359.625	634,2370,2609,1045	359.625
verſehene	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0027_word0003	5	1522,4278,246,72	0.0	415,2513,3072,1971	0.0
todas	Portuguese	Antiqua	Word	Der-Pionier-1891-03-18_P02_r1_line0005_word0001	283	5918,2208,228,78	0.25	5161,1473,1711,1910	0.25
Buchhandlung	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0001_word0006	27	1656,4152,407,73	359.75	613,4008,2645,2109	359.75
Abends	German	Fraktur	Word	Kolonie-Zeitung-1888-12-20_P01_r1_line0013_word0003	187	1236,6348,217,63	0.125	668,5136,2088,1657	0.125
chegar	Portuguese	Antiqua	Word	Kolonie-Zeitung-1877-08-25_P03_r1_line0000_word0005	95	2282,8415,260,91	0.25	519,8414,2496,459	0.25
Anderen.	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0024_word0012	27	3001,5978,241,59	359.75	613,4008,2645,2109	359.75
je	German	Antiqua	Word	Der-Pionier-1891-11-14_P03_r1_line0022_word0005	297	2994,9320,57,73	0.0	2093,7706,1405,2087	0.0
den	German	Fraktur	Word	Kolonie-Zeitung-1887-04-08_P02_r1_line0000_word0002	142	5352,6193,111,64	359.75	4694,6138,2050,827	359.75
Ecke.	German	Fraktur	Word	Kolonie-Zeitung-1889-09-05_P03_r1_line0006_word0002	189	2550,4337,167,83	0.0	681,3578,2052,861	0.0
Hobeleiſen,	German	Fraktur	Word	Kolonie-Zeitung-1887-02-04_P03_r1_line0001_word0001	136	5421,5083,713,147	0.375	4912,4879,2066,905	0.375
dass	German	Antiqua	Word	Der-Pionier-1891-04-04_P02_r1_line0005_word0001	287	5632,4171,172,74	0.0	5220,3307,1687,3062	0.0
Fußzeug	German	Fraktur	Word	Der-Pionier-1887-07-02_P03_r1_line0064_word0006	210	866,1657,139,45	0.0	16,142,2560,2064	0.0
ſeiner	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0010_word0003	75	3539,4713,184,78	0.25	2871,3671,2483,4110	0.25
Betheiligung	German	Fraktur	Word	Kolonie-Zeitung-1881-02-12_P03_r1_line0006_word0000	108	2994,4679,438,92	359.125	2967,4152,2520,1339	359.125
am	German	Fraktur	Word	Kolonie-Zeitung-1873-11-01_P03_r1_line0003_word0000	68	2926,6938,115,57	0.875	2916,6573,1202,609	0.875
eigenen	German	Fraktur	Word	Kolonie-Zeitung-1873-03-15_P03_r1_line0004_word0006	61	1757,8693,245,92	359.75	369,8338,2488,547	359.75
da	Portuguese	Italic	Word	Der-Pionier-1891-03-25_P03_r1_line0007_word0001	286	6059,6495,99,71	0.0	5437,5579,1539,1256	0.0
Ausſtellungstage.	German	Textura	Word	Kolonie-Zeitung-1874-08-01_P03_r1_line0000_word0003	78	4245,5563,861,148	0.5	2822,5563,2531,1275	0.5
Hrn.	German	Fraktur	Word	Kolonie-Zeitung-1874-01-31_P03_r1_line0015_word0012	73	3340,5789,187,94	359.75	384,4124,3730,2287	359.75
befördert.	German	Textura	Word	Kolonie-Zeitung-1887-05-20_P03_r1_line0019_word0003	147	6135,3691,307,89	359.75	4895,704,2080,3483	359.75
Blaudruck,	German	Antiqua	Word	Kolonie-Zeitung-1888-12-11_P01_r1_line0017_word0002	185	4198,2699,402,90	359.5	2695,623,4085,3247	359.5
de	Portuguese	Antiqua	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0003_word0006	71	1661,5281,89,68	0.0	217,5044,2483,1775	0.0
Balanços	Portuguese	Antiqua	Word	Kolonie-Zeitung-1867-02-23_P03_r1_line0006_word0003	23	1045,5355,271,68	0.125	582,4766,2652,1434	0.125
u.	German	Fraktur	Word	Kolonie-Zeitung-1880-06-05_P03_r1_line0001_word0005	104	5053,5180,84,64	0.0	2950,4949,2494,1438	0.0
per	German	Fraktur	Word	Kolonie-Zeitung-1880-06-05_P03_r1_line0002_word0009	104	5002,5286,106,68	0.0	2950,4949,2494,1438	0.0
Harmonie⸗Geſellſchaft.	German	Fraktur	Word	Kolonie-Zeitung-1874-05-16_P03_r1_line0000_word0000	76	3192,5817,1926,195	0.625	2916,5806,2455,1942	0.625
Hüftenleiden.	German	Fraktur	Word	Kolonie-Zeitung-1882-08-12_P03_r1_line0018_word0002	126	3412,4337,455,59	0.0	2621,2096,2088,6158	0.0
Roggenmehl	German	Fraktur	Word	Kolonie-Zeitung-1887-02-04_P03_r1_line0002_word0000	136	5228,5257,613,131	0.375	4912,4879,2066,905	0.375
Aſchersleben — Deutſchland.	German	Fraktur	Word	Der-Pionier-1891-10-07_P03_r1_line0001_word0000	295	330,6540,1518,135	0.0	275,6298,1619,1314	0.0
epochemachende	German	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0032_word0001	257	5484,4316,487,83	0.0	5244,463,1713,6266	0.0
Sachsen.	German	Antiqua	Word	Der-Pionier-1891-02-07_P03_r1_line0002_word0001	281	2645,10139,202,41	359.5	1973,9943,1573,574	359.5
zweiten	German	Fraktur	Word	Kolonie-Zeitung-1874-01-31_P03_r1_line0017_word0002	73	1786,6015,250,88	359.75	384,4124,3730,2287	359.75
Pflaumen,	German	Fraktur	Word	Kolonie-Zeitung-1888-09-25_P01_r1_line0003_word0000	181	4688,5266,671,144	359.75	4646,4817,2016,1516	359.75
Schule.	German	Textura	Word	Der-Pionier-1887-08-06_P03_r1_line0001_word0001	213	3145,2250,260,113	0.0	2639,2173,838,1043	0.0
Provinz	German	Fraktur	Word	Der-Pionier-1887-07-02_P03_r1_line0079_word0010	210	1997,2133,135,46	0.0	16,142,2560,2064	0.0
er⸗	German	Fraktur	Word	Kolonie-Zeitung-1877-08-25_P03_r1_line0003_word0008	95	2910,8606,86,52	0.25	519,8414,2496,459	0.25
Familie	German	Fraktur	Word	Kolonie-Zeitung-1873-01-25_P03_r1_line0002_word0003	60	951,3752,270,88	359.375	346,3487,2467,1043	359.375
Schiffs⸗-Nachrichten.	German	Fraktur	Word	Kolonie-Zeitung-1867-09-14_P03_r1_line0000_word0000	25	3547,6568,776,94	359.875	3280,6561,1312,688	359.875
nächſten	German	Fraktur	Word	Kolonie-Zeitung-1882-12-15_P03_r1_line0019_word0004	129	2615,1627,290,103	359.875	402,575,4071,1627	359.875
Geſuche	German	Fraktur	Word	Kolonie-Zeitung-1867-08-24_P03_r1_line0015_word0001	24	3503,2861,213,68	359.875	3351,1574,2644,1912	359.875
zur	German	Antiqua	Word	Kolonie-Zeitung-1887-07-15_P03_r1_line0003_word0002	151	3892,3670,92,42	359.875	2892,3210,2064,1041	359.875
Müller.	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0023_word0006	75	4248,5814,297,80	0.25	2871,3671,2483,4110	0.25
Mts.	German	Fraktur	Word	Kolonie-Zeitung-1865-03-11_P03_r1_line0006_word0004	11	2091,4191,168,72	0.0	315,3747,3161,714	0.0
von	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0015_word0007	29	5246,4994,133,59	0.125	3251,3515,2466,4041	0.125
Morgens	German	Fraktur	Word	Kolonie-Zeitung-1870-05-14_P03_r1_line0005_word0003	46	3497,7337,261,80	0.125	2831,6696,2483,1595	0.125
ABOLIÇÃO	Portuguese	Antiqua	Word	Der-Pionier-1888-05-19_P00_r1_line0001_word0003	231	831,2614,473,223	0.375	52,2393,3428,3170	0.375
zu	German	Fraktur	Word	Kolonie-Zeitung-1881-02-12_P03_r1_line0007_word0003	108	3746,4791,72,69	359.125	2967,4152,2520,1339	359.125
möglichſt	German	Fraktur	Word	Kolonie-Zeitung-1865-06-10_P03_r1_line0006_word0015	12	3100,4069,337,100	359.125	356,3418,3109,930	359.125
eine	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0045_word0005	125	1492,5060,133,71	359.375	233,456,2172,6851	359.375
desejando	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0027_word0003	75	3789,6230,366,90	0.25	2871,3671,2483,4110	0.25
zu	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0021_word0002	55	3627,7411,73,61	0.5	2931,5739,2499,1886	0.5
d.	German	Fraktur	Word	Kolonie-Zeitung-1872-06-22_P03_r1_line0002_word0003	56	3474,8387,47,60	359.875	2998,8296,1239,602	359.875
weisse	German	Antiqua	Word	Kolonie-Zeitung-1888-12-11_P01_r1_line0008_word0000	185	2878,1540,234,68	359.5	2695,623,4085,3247	359.5
der	German	Fraktur	Word	Der-Pionier-1891-03-21_P03_r1_line0007_word0003	285	4717,5109,131,74	0.0	3695,4447,1649,1155	0.0
nach	German	Fraktur	Word	Kolonie-Zeitung-1870-01-15_P03_r1_line0011_word0006	44	4089,8589,122,66	0.375	2870,7500,2507,1385	0.375
Handel	German	Textura	Word	Kolonie-Zeitung-1887-07-15_P03_r1_line0000_word0003	151	3991,3239,339,157	359.875	2892,3210,2064,1041	359.875
publicamente,	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0035_word0000	75	2886,6924,519,96	0.25	2871,3671,2483,4110	0.25
S.	German	Fraktur	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0108_word0001	53	715,8411,92,73	0.0	330,3310,5103,5551	0.0
ſondern	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0009_word0009	55	4347,6553,211,67	0.5	2931,5739,2499,1886	0.5
Bitter⸗	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0017_word0001	52	628,7401,193,55	0.75	270,6081,2486,2082	0.75
Eintritt	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0027_word0006	5	2319,4271,210,59	0.0	415,2513,3072,1971	0.0
Catharina.	Portuguese	Antiqua	Word	Brusquer-Zeitung-1912-04-20_P02_r1_line0010_word0002	304	1617,5647,520,53	0.25	616,4692,1798,1152	0.25
preço	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-23_P03_r1_line0005_word0002	77	3553,6912,204,75	0.625	2964,6403,1209,1073	0.625
Governo	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0027_word0001	75	3066,6236,316,70	0.25	2871,3671,2483,4110	0.25
der	German	Fraktur	Word	Deutsches-Echo-1886-07-17_P03_r1_line0009_word0004	207	1657,4164,52,31	0.625	1168,3831,1118,678	0.625
Logenhauſe	German	Fraktur	Word	Kolonie-Zeitung-1868-08-01_P03_r1_line0023_word0004	34	2035,7062,378,92	0.0	483,5282,2500,2814	0.0
eine	German	Fraktur	Word	Der-Pionier-1889-03-02_P03_r1_line0008_word0004	250	1654,5018,123,68	0.25	324,4308,1673,1739	0.25
Theatervorstellung	German	Antiqua	Word	Der-Pionier-1890-05-17_P02_r1_line0004_word0000	268	3612,6643,853,212	359.75	3418,5869,1685,3089	359.75
heute	German	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0040_word0006	257	6722,4981,164,81	0.0	5244,463,1713,6266	0.0
barricas.	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-23_P03_r1_line0009_word0000	77	2980,7314,319,72	0.625	2964,6403,1209,1073	0.625
prächtige	German	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0013_word0000	257	5302,2537,287,86	0.0	5244,463,1713,6266	0.0
livros.	Portuguese	Antiqua	Word	Kolonie-Zeitung-1863-12-12_P03_r1_line0002_word0009	6	3208,3416,222,72	359.75	390,3115,3065,517	359.75
Ringe.	German	Fraktur	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0011_word0002	53	3126,4704,302,109	0.0	330,3310,5103,5551	0.0
außerdem	German	Fraktur	Word	Kolonie-Zeitung-1866-01-20_P03_r1_line0003_word0006	17	2118,5552,268,68	0.0	854,5252,2665,588	0.0
den	German	Fraktur	Word	Kolonie-Zeitung-1889-12-17_P01_r1_line0003_word0002	192	3413,7288,112,64	0.625	3088,6835,2050,646	0.625
jedoch,	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0033_word0006	64	2089,7036,190,79	0.125	441,4191,2488,4398	0.125
Chile⸗	Spanish	Fraktur	Word	Kolonie-Zeitung-1865-12-09_P03_r1_line0003_word0001	16	1153,2689,235,105	359.75	512,2300,3067,1018	359.75
concedeo	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0028_word0007	75	4559,6312,329,70	0.25	2871,3671,2483,4110	0.25
Depoſito	Portuguese	Fraktur	Word	Kolonie-Zeitung-1869-04-24_P03_r1_line0005_word0009	39	2497,5537,293,87	359.875	366,4957,2432,1014	359.875
Arn.	German	Antiqua	Word	Kolonie-Zeitung-1888-12-20_P01_r1_line0016_word0002	187	1379,6687,164,69	0.125	668,5136,2088,1657	0.125
Mittelpunkte	German	Fraktur	Word	Kolonie-Zeitung-1887-10-14_P03_r1_line0014_word0003	161	3498,2015,424,84	359.75	2962,969,2082,3254	359.75
Rochefort	German	Fraktur	Word	Kolonie-Zeitung-1867-02-23_P03_r1_line0009_word0008	23	2592,5604,313,89	0.125	582,4766,2652,1434	0.125
durch	German	Fraktur	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0008_word0006	53	1620,4445,173,84	0.0	330,3310,5103,5551	0.0
Tages	German	Fraktur	Word	Kolonie-Zeitung-1881-02-12_P03_r1_line0007_word0000	108	2996,4761,204,91	359.125	2967,4152,2520,1339	359.125
Berechnung	German	Fraktur	Word	Kolonie-Zeitung-1869-02-27_P03_r1_line0007_word0005	38	4570,2479,427,104	359.625	2932,1651,2443,1127	359.625
beſtens	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0044_word0007	29	4948,7311,229,86	0.125	3251,3515,2466,4041	0.125
Schluß	German	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0040_word0001	257	5572,4977,230,84	0.0	5244,463,1713,6266	0.0
Wozu	German	Fraktur	Word	Der-Pionier-1891-11-14_P02_r1_line0007_word0000	296	3562,2696,189,87	0.25	3461,1090,1641,2169	0.25
wird	German	Fraktur	Word	Kolonie-Zeitung-1877-07-14_P03_r1_line0002_word0003	94	3584,8050,150,72	359.375	2969,7868,1217,543	359.375
eine	German	Fraktur	Word	Deutsches-Echo-1886-06-19_P05_r1_line0027_word0005	206	3132,864,64,34	359.375	2331,285,1094,1125	359.375
chronologiſcher	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0010_word0003	27	1684,4898,402,73	359.75	613,4008,2645,2109	359.75
dem	German	Fraktur	Word	Der-Pionier-1889-09-04_P02_r1_line0023_word0002	257	5836,3596,121,71	0.0	5244,463,1713,6266	0.0
aus	German	Fraktur	Word	Der-Pionier-1890-03-26_P03_r1_line0005_word0001	266	2425,1899,192,90	0.125	2026,645,1666,1517	0.125
Eduardo	Portuguese	Textura	Word	Kolonie-Zeitung-1887-11-25_P03_r1_line0008_word0000	166	3192,8328,397,99	0.5	2874,7282,2058,1364	0.5
des	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0024_word0008	52	2181,7863,89,54	0.75	270,6081,2486,2082	0.75# http://webdokumente.c3sl.ufpr.br/images/iiif/2/OCR-D-IMG%2FOCR-D-IMG_Brusquer-Zeitung-1912-06-29_P03.tif/region/size/rotation/quality.format
Lande	German	Fraktur	Word	Kolonie-Zeitung-1868-09-05_P03_r1_line0007_word0010	35	5227,5046,163,58	359.75	3077,4430,2458,1719	359.75
nachzurufen.	German	Fraktur	Word	Kolonie-Zeitung-1880-10-23_P03_r1_line0009_word0006	106	1960,6273,409,87	0.0	356,5294,2520,1422	0.0
Birmingham,	English	Antiqua	Word	Kolonie-Zeitung-1867-08-24_P03_r1_line0006_word0003	24	4645,2223,474,88	359.875	3351,1574,2644,1912	359.875
Preis	German	Fraktur	Word	Kolonie-Zeitung-1865-06-10_P03_r1_line0008_word0001	12	883,4240,199,94	359.125	356,3418,3109,930	359.125
ſo	German	Fraktur	Word	Kolonie-Zeitung-1882-07-01_P03_r1_line0039_word0004	125	1294,4542,62,80	359.375	233,456,2172,6851	359.375
Sonnabend,	German	Antiqua	Word	Kolonie-Zeitung-1888-09-13_P03_r1_line0001_word0001	179	3192,7387,461,104	0.125	2817,7242,2047,1087	0.125
aus	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0033_word0003	29	4237,6384,101,53	0.125	3251,3515,2466,4041	0.125
mandem	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0034_word0000	75	2886,6839,317,72	0.25	2871,3671,2483,4110	0.25
in	German	Fraktur	Word	Kolonie-Zeitung-1875-08-21_P03_r1_line0006_word0001	89	3758,5599,59,61	0.375	3227,4706,2134,1813	0.375
Ed.	German	Fraktur	Word	Der-Pionier-1888-01-21_P05_r1_line0005_word0000	222	304,7259,313,156	359.5	174,6916,1671,2473	359.5
Förſter,	German	Textura	Word	Kolonie-Zeitung-1874-08-08_P04_r1_line0011_word0006	79	1943,8128,250,87	0.25	344,7231,2520,1833	0.25
Bruſtthee.	German	Kanzlei	Word	Kolonie-Zeitung-1882-08-12_P03_r1_line0030_word0001	126	3784,5917,873,259	0.0	2621,2096,2088,6158	0.0
Es	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0007_word0003	52	1215,6703,77,59	0.75	270,6081,2486,2082	0.75
goldenen	German	Fraktur	Word	Kolonie-Zeitung-1881-02-12_P03_r1_line0012_word0000	108	2989,5209,296,86	359.125	2967,4152,2520,1339	359.125
Liſſabon:	German	Fraktur	Word	Kolonie-Zeitung-1887-05-20_P03_r1_line0013_word0003	147	6269,3197,210,55	359.75	4895,704,2080,3483	359.75
bem	Portuguese	Antiqua	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0041_word0000	75	2886,7444,159,68	0.25	2871,3671,2483,4110	0.25
Theatern	German	Fraktur	Word	Der-Pionier-1888-07-28_P02_r1_line0021_word0004	236	4564,5022,379,90	0.0	3481,2897,1654,6853	0.0
de	Portuguese	Antiqua	Word	Kolonie-Zeitung-1875-04-10_P03_r1_line0003_word0005	87	4579,5400,87,68	0.0	2908,5314,2479,513	0.0
gold'ne	German	Fraktur	Word	Kolonie-Zeitung-1863-10-10_P03_r1_line0010_word0004	5	1173,3205,237,93	0.0	415,2513,3072,1971	0.0
G.	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0003_word0000	52	1142,6305,121,93	0.75	270,6081,2486,2082	0.75
Zutritt.	German	Fraktur	Word	Kolonie-Zeitung-1869-08-21_P03_r1_line0008_word0007	40	2175,8856,209,70	359.375	307,7965,2529,975	359.375
Freunden	German	Fraktur	Word	Kolonie-Zeitung-1881-02-12_P03_r1_line0002_word0006	108	4259,4350,320,87	359.125	2967,4152,2520,1339	359.125
Geſellſchaft	German	Fraktur	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0108_word0003	53	1027,8400,381,89	0.0	330,3310,5103,5551	0.0
Filiale	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0013_word0007	29	4784,4812,218,91	0.125	3251,3515,2466,4041	0.125
de	Portuguese	Antiqua	Word	Der-Pionier-1888-04-18_P03_r1_line0010_word0004	228	3008,6120,113,69	359.75	1971,5291,1661,1522	359.75
unkonfirmirte	German	Fraktur	Word	Kolonie-Zeitung-1874-08-08_P04_r1_line0019_word0001	79	690,8872,570,82	0.25	344,7231,2520,1833	0.25
Hauſe	German	Fraktur	Word	Kolonie-Zeitung-1881-07-09_P03_r1_line0014_word0003	115	1982,6480,199,87	359.75	372,5264,2498,1517	359.75
Lebon,	German	Fraktur	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0019_word0001	71	1952,6721,249,86	0.0	217,5044,2483,1775	0.0
oder	German	Fraktur	Word	Kolonie-Zeitung-1874-05-09_P03_r1_line0011_word0001	75	3279,4808,138,60	0.25	2871,3671,2483,4110	0.25
fehlſchlägt.	German	Fraktur	Word	Kolonie-Zeitung-1871-09-30_P03_r1_line0027_word0001	52	460,8088,296,73	0.75	270,6081,2486,2082	0.75
A.	German	Textura	Word	Kolonie-Zeitung-1870-02-26_P03_r1_line0015_word0001	45	4387,7243,87,78	0.0	4249,6515,1201,903	0.0
gemeinſchaftliche	German	Fraktur	Word	Kolonie-Zeitung-1873-07-26_P03_r1_line0010_word0002	65	3841,3811,604,94	0.375	2886,2732,2446,1352	0.375
Auler	German	Fraktur	Word	Kolonie-Zeitung-1865-06-10_P03_r1_line0005_word0004	12	1375,3935,263,94	359.125	356,3418,3109,930	359.125
der	German	Fraktur	Word	Kolonie-Zeitung-1863-06-06_P03_r1_line0006_word0002	2	900,4240,113,71	0.125	397,3685,3103,649	0.125
Oktober	German	Fraktur	Word	Kolonie-Zeitung-1874-09-26_P03_r1_line0002_word0003	82	1611,7793,305,78	0.125	211,7591,2490,776	0.125
C.	German	Fraktur	Word	Kolonie-Zeitung-1881-12-17_P03_r1_line0000_word0000	121	3335,7059,120,94	359.75	2983,7057,2390,1164	359.75
Lissabon,	German	Antiqua	Word	Kolonie-Zeitung-1887-05-20_P03_r1_line0005_word0002	147	5718,2333,291,80	359.75	4895,704,2080,3483	359.75
im	German	Fraktur	Word	Kolonie-Zeitung-1887-10-14_P03_r1_line0014_word0002	161	3341,2016,86,68	359.75	2962,969,2082,3254	359.75
Oliveira.	Portuguese	Antiqua	Word	Kolonie-Zeitung-1871-10-14_P03_r1_line0002_word0006	53	3962,3742,489,102	0.0	330,3310,5103,5551	0.0
Wer	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0027_word0000	64	649,6523,124,64	0.125	441,4191,2488,4398	0.125
Agenturen.	German	Antiqua	Word	Der-Pionier-1891-05-13_P03_r1_line0040_word0004	290	6132,9802,281,49	0.0	5383,7887,1583,2188	0.0
leihen,	German	Fraktur	Word	Kolonie-Zeitung-1873-06-07_P03_r1_line0042_word0003	64	1264,7815,179,81	0.125	441,4191,2488,4398	0.125
feitores,	Portuguese	Antiqua	Word	Kolonie-Zeitung-1873-12-20_P03_r1_line0006_word0006	71	2185,5539,300,85	0.0	217,5044,2483,1775	0.0
eng-	German	Antiqua	Word	Kolonie-Zeitung-1865-06-10_P03_r1_line0001_word0019	12	3278,3587,173,77	359.125	356,3418,3109,930	359.125
tend	German	Fraktur	Word	Kolonie-Zeitung-1868-01-11_P03_r1_line0026_word0000	29	3264,5888,115,55	0.125	3251,3515,2466,4041	0.125
Hiate	German	Fraktur	Word	Kolonie-Zeitung-1867-09-14_P03_r1_line0008_word0000	25	3293,7169,148,69	359.875	3280,6561,1312,688	359.875
Am	German	Fraktur	Word	Der-Pionier-1890-05-17_P02_r1_line0013_word0000	268	3667,8259,162,77	359.75	3418,5869,1685,3089	359.75
eingeladen	German	Fraktur	Word	Kolonie-Zeitung-1874-04-18_P03_r1_line0004_word0003	74	4057,6117,343,91	359.875	2831,5766,2498,531	359.875
im	German	Fraktur	Word	Deutsches-Echo-1886-09-04_P05_r1_line0006_word0003	208	2687,2274,42,33	0.0	2315,1940,1113,678	0.0
Talg-Lichte,	German	Antiqua	Word	Kolonie-Zeitung-1888-07-10_P01_r1_line0004_word0001	171	2982,7101,1126,231	0.125	2542,6316,2028,1378	0.125
und	German	Fraktur	Word	Kolonie-Zeitung-1867-11-30_P03_r1_line0013_word0006	27	2442,5108,107,55	359.75	613,4008,2645,2109	359.75
unter	German	Textura	Word	Kolonie-Zeitung-1887-09-30_P03_r1_line0016_word0004	160	2018,6804,255,117	0.25	698,4900,2112,2369	0.25
eine	German	Fraktur	Word	Kolonie-Zeitung-1875-06-26_P03_r1_line0005_word0002	88	3819,5071,127,71	0.375	2892,4558,2477,914	0.375
für	German	Fraktur	Word	Kolonie-Zeitung-1872-05-04_P03_r1_line0000_word0002	55	4144,5762,149,125	0.5	2931,5739,2499,1886	0.5# http://webdokumente.c3sl.ufpr.br/images/iiif/2/OCR-D-IMG%2FOCR-D-IMG_Brusquer-Zeitung-1912-06-29_P03.tif/region/size/rotation/quality.format
zum	German	Fraktur	Word	Kolonie-Zeitung-1874-09-26_P03_r1_line0005_word0003	82	1253,8112,135,68	0.125	211,7591,2490,776	0.125
